6.6E-07,2.527E-05,-23.51,-446.3,573.57,538101628.29
9.2E-07,-4.938E-05,-2.86,-996.89,-108.8,210664136.06
-5E-08,-3.804E-05,-46.94,-18228.25,1198.28,129597740.63
-7.221E-05,0.00011902,-25.47,-1020.19,1560.78,68905103.78
0.00060737,-0.0001288,-4.15,1217.17,839.93,10925078.35
-0.0030153,-0.00036762,6.11,-1591.05,-1948.89,4401052.95
0.00152025,-0.0001915,-2.09,-1681.4,1312.56,1542547.79
-0.00125196,2.51E-05,-3.64,-151.25,-844.43,786449.21
-0.00076912,6.465E-05,11.07,-37.33,-132.25,522747.9
